week,job_title_raw,job_title_clean,company,location,seek_domain,seek_work_nature,seek_seniority,seek_confidence,mapper_domain,mapper_work_nature,mapper_seniority,mapper_confidence_pct,matched_keywords,flags,needs_review,domain_match
2026_W10,Vendor Managed Inventory,Vendor Managed Inventory,Coca-Cola Europacific Partners NZ Ltd,"Christchurch Central, Canterbury",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,72,inventory,Description is short — output is based mainly on title text,,✓
2026_W10,Financial Analyst ( Fixed Term),Financial Analyst,Griffin's Snacks,"Wiri, Auckland",Pending Review,Specialist / Support,4. Expert / Specialist,Medium,Finance,Specialist / Support,4. Expert / Specialist,80,financial analyst,Description is short — output is based mainly on title text,,✗ DIFF
2026_W10,Inventory Administrator,Inventory Administrator,Bargain Chemist,"Mount Roskill, Auckland",Warehouse,Specialist / Support,2. Intermediate / Staff,Medium,Warehouse,Specialist / Support,2. Intermediate / Staff,72,inventory,Description is short — output is based mainly on title text,,✓
2026_W10,Senior Financial Accountant – 6+ Month Contract or Fixed-Term,Senior Financial Accountant,Tenzing Ltd,"Auckland CBD, Auckland",Finance,Specialist / Support,2. Intermediate / Staff,Medium,Finance,Specialist / Support,3. Senior / Professional,72,accountant,Description is short — output is based mainly on title text,,✓
2026_W10,Procurement Operations & Excellence Lead,Procurement Operations & Excellence Lead,ANZ Bank New Zealand Limited,Auckland,Planning,Operational,2. Intermediate / Staff,Medium,Planning,Operational,2. Intermediate / Staff,72,procurement,Description is short — output is based mainly on title text,,✓
2026_W10,Senior Business Analyst,Senior Business Analyst,Potentia,"Dunedin, Otago",Planning,Specialist / Support,3. Senior / Professional,Medium,Planning,Specialist / Support,4. Expert / Specialist,80,business analyst,Description is short — output is based mainly on title text,,✓
2026_W10,Administrator (Technical & Product Management),Administrator,Delaval Ltd,"Frankton, Waikato",Operations,Specialist / Support,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Inventory Administrator,Inventory Administrator,Bargain Chemist,"Whangaparaoa, Auckland",Warehouse,Specialist / Support,2. Intermediate / Staff,Medium,Warehouse,Specialist / Support,2. Intermediate / Staff,72,inventory,Description is short — output is based mainly on title text,,✓
2026_W10,Asset Manager - Cables & Distribution,Asset Manager,Orion NZ Ltd,"Christchurch Central, Canterbury",Pending Review,Management,4. Expert / Specialist,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Cargo Services Supervisor,Cargo Services Supervisor,Port Nelson,"Nelson Central, Tasman",Pending Review,Operational,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Warehouse Coordinator,Warehouse Coordinator,Aspect Furniture Systems Limited,"Middleton, Canterbury",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,88,"warehouse coordinator, warehouse",Description is short — output is based mainly on title text,,✓
2026_W10,Vendor Managed Inventory Sepcialist,Vendor Managed Inventory Sepcialist,Tribe (New Zealand) Limited,"Avondale, Auckland",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,72,inventory,Description is short — output is based mainly on title text,,✓
2026_W10,Service Scheduler,Service Scheduler,Hanlon Plumbing Ltd,"East Tamaki, Auckland",Planning,Operational,2. Intermediate / Staff,Medium,Planning,Operational,2. Intermediate / Staff,72,scheduler,Description is short — output is based mainly on title text,,✓
2026_W10,Merchandise Administrator,Merchandise Administrator,Farmers Trading Company,"East Tamaki, Auckland",Operations,Specialist / Support,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Customer Service Coordinator – Building Products,Customer Service Coordinator,Focus Recruitment Limited,"East Tamaki, Auckland",Operations,Specialist / Support,2. Intermediate / Staff,High,Sales,Specialist / Support,2. Intermediate / Staff,80,customer service,Description is short — output is based mainly on title text,,✗ DIFF
2026_W10,Policy Analyst - Revenue,Policy Analyst,New Zealand Customs Service,"Wellington Central, Wellington",Pending Review,Specialist / Support,4. Expert / Specialist,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Category Manager (Convenience Retail),Category Manager,Charm,"Grafton, Auckland",Planning,Management,4. Expert / Specialist,High,Planning,Management,4. Expert / Specialist,74,category manager,Description is short — output is based mainly on title text,,✓
2026_W10,Kitchen Technical Consultant,Kitchen Technical Consultant,Newtech,"Whanganui Central, Manawatu",IT Support,Specialist / Support,4. Expert / Specialist,High,IT Support,Specialist / Support,4. Expert / Specialist,80,technical consultant,Description is short — output is based mainly on title text,,✓
2026_W10,Parts Advisor,Parts Advisor,Giltrap Audi and CUPRA North Shore,"Wairau Valley, Auckland",Operations,Specialist / Support,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Night Shift Freight Handler,Night Shift Freight Handler,New Zealand Couriers,"East Tamaki, Auckland",Freight Forwarding,Operational,1. Junior / Entry,Medium,Freight Forwarding,Operational,1. Junior / Entry,72,freight,Description is short — output is based mainly on title text,,✓
2026_W10,Casual Morning freight sorter,Casual Morning freight sorter,New Zealand Couriers,"Taupo, Waikato",Freight Forwarding,Operational,1. Junior / Entry,Medium,Freight Forwarding,Operational,2. Intermediate / Staff,72,freight,Description is short — output is based mainly on title text,,✓
2026_W10,Part time afternoon freight sorter,Part time afternoon freight sorter,New Zealand Couriers,"Taupo, Waikato",Freight Forwarding,Operational,1. Junior / Entry,Medium,Freight Forwarding,Operational,2. Intermediate / Staff,72,freight,Description is short — output is based mainly on title text,,✓
2026_W10,Freight Loader,Freight Loader,Foodstuffs South Island Limited,"Hornby, Canterbury",Freight Forwarding,Operational,2. Intermediate / Staff,Medium,Freight Forwarding,Operational,2. Intermediate / Staff,72,freight,Description is short — output is based mainly on title text,,✓
2026_W10,Sales Support Team Leader,Sales Support Team Leader,Mediterranean Shipping Company,"Auckland CBD, Auckland",Operations,Specialist / Support,2. Intermediate / Staff,Medium,Sales,Specialist / Support,3. Senior / Professional,72,sales,Description is short — output is based mainly on title text,,✗ DIFF
2026_W10,Customer Experience Consultant,Customer Experience Consultant,Booths Logistics,"Tauranga Central, Bay of Plenty",Sales,Specialist / Support,4. Expert / Specialist,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Admin & Operations Support,Admin & Operations Support,Private Advertiser,"Upper Hutt, Wellington",Operations,Specialist / Support,2. Intermediate / Staff,Medium,Operations,Specialist / Support,2. Intermediate / Staff,80,operations support,Description is short — output is based mainly on title text,,✓
2026_W10,Operational Excellence Manager - NZ,Operational Excellence Manager,Luxottica Retail Australia Pty Ltd,Auckland,Pending Review,Management,4. Expert / Specialist,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Operations Supervisor -Transport,Operations Supervisor -Transport,Green Gorilla,"Onehunga, Auckland",Operations,Operational,2. Intermediate / Staff,Medium,Operations,Operational,2. Intermediate / Staff,80,operations supervisor,Description is short — output is based mainly on title text,,✓
2026_W10,Service Operations Coordinator,Service Operations Coordinator,Clarkson Electrical,"Petone, Wellington",Operations,Operational,2. Intermediate / Staff,Medium,Operations,Operational,2. Intermediate / Staff,80,operations coordinator,Description is short — output is based mainly on title text,,✓
2026_W10,Operations & Strategy Lead,Operations & Strategy Lead,THRIVE WHANGANUI TRUST,"Whanganui Central, Manawatu",Operations,Operational,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Operations Administrator | Receptionist,Operations Administrator,Queenstown Resort College,"Queenstown Central, Otago",Business Administration,Specialist / Support,2. Intermediate / Staff,Medium,Operations,Specialist / Support,2. Intermediate / Staff,80,operations administrator,Description is short — output is based mainly on title text,,✗ DIFF
2026_W10,"Processing Officer - Part Time, Upper Hutt",Processing Officer,NZ Post,"Upper Hutt, Wellington",Operations,Specialist / Support,2. Intermediate / Staff,Medium,Operations,Specialist / Support,2. Intermediate / Staff,72,process,Description is short — output is based mainly on title text,,✓
2026_W10,Studio Operations & Wholesale Manager,Studio Operations & Wholesale Manager,Silk and Steel Jewellery,"Coatesville, Auckland",Operations,Management,4. Expert / Specialist,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Supplier Performance Manager,Supplier Performance Manager,Tribe (New Zealand) Limited,Auckland,Planning,Management,4. Expert / Specialist,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Technical Business Analyst,Technical Business Analyst,Walker Smith,"Auckland CBD, Auckland",Planning,Specialist / Support,4. Expert / Specialist,Medium,Planning,Specialist / Support,4. Expert / Specialist,80,business analyst,Description is short — output is based mainly on title text,,✓
2026_W10,Finance Administrator,Finance Administrator,Cello Group Ltd,"Wellington Central, Wellington",Finance,Specialist / Support,2. Intermediate / Staff,Medium,Finance,Specialist / Support,2. Intermediate / Staff,72,finance,Description is short — output is based mainly on title text,,✓
2026_W10,Template Scheduler - Logistics and Project Coordinator,Template Scheduler,One21 - Recruitment Outsourcer,"Judea, Bay of Plenty",Planning,Operational,2. Intermediate / Staff,Medium,Planning,Operational,2. Intermediate / Staff,72,scheduler,Description is short — output is based mainly on title text,,✓
2026_W10,Inwards Goods Stores Person,Inwards Goods Stores Person,Gloster Engineering Ltd,"Frankton, Waikato",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,80,stores person,Description is short — output is based mainly on title text,,✓
2026_W10,Warehouse Assistant | Christchurch,Warehouse Assistant,Motion New Zealand Ltd,"Wigram, Canterbury",Warehouse,Specialist / Support,1. Junior / Entry,Medium,Warehouse,Operational,1. Junior / Entry,88,"warehouse assistant, warehouse",Description is short — output is based mainly on title text,,✓
2026_W10,Procurement Specialist,Procurement Specialist,FMG,"Christchurch Central, Canterbury",Planning,Specialist / Support,4. Expert / Specialist,Medium,Planning,Specialist / Support,3. Senior / Professional,72,procurement,Description is short — output is based mainly on title text,,✓
2026_W10,Warehouse Administrator,Warehouse Administrator,Booths Logistics,"Hastings Central, Hawkes Bay",Warehouse,Specialist / Support,2. Intermediate / Staff,Medium,Warehouse,Specialist / Support,2. Intermediate / Staff,72,warehouse,Description is short — output is based mainly on title text,,✓
2026_W10,IT Support Technician,IT Support Technician,Industrial Tube Manufacturing Co. Ltd.,"Hamilton Central, Waikato",IT Support,Specialist / Support,2. Intermediate / Staff,Medium,IT Support,Specialist / Support,2. Intermediate / Staff,80,it support,Description is short — output is based mainly on title text,,✓
2026_W10,Project Coordinator,Project Coordinator,Reynolds Group Ltd,"Auckland CBD, Auckland",Operations,Operational,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Product Owner,Product Owner,MyHR,"Waitakere & West Auckland, Auckland",Pending Review,Operational,2. Intermediate / Staff,High,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,"Technical Support Analyst, Digital Applications & Products","Technical Support Analyst, Digital Applications & Products",Health New Zealand - Te Whatu Ora,"Auckland CBD, Auckland",IT Support,Specialist / Support,4. Expert / Specialist,Medium,IT Support,Specialist / Support,4. Expert / Specialist,80,technical support,Description is short — output is based mainly on title text,,✓
2026_W10,"Application Support Analyst, Digital Services","Application Support Analyst, Digital Services",Health New Zealand - Te Whatu Ora,"Wellington Central, Wellington",IT Support,Specialist / Support,4. Expert / Specialist,Medium,IT Support,Specialist / Support,4. Expert / Specialist,80,application support,Description is short — output is based mainly on title text,,✓
2026_W10,Integration Analyst - Digital Applications & Product,Integration Analyst,Health New Zealand - Te Whatu Ora,"Auckland CBD, Auckland",Pending Review,Specialist / Support,4. Expert / Specialist,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Financial Accountant,Financial Accountant,Vitruvius,"Auckland CBD, Auckland",Finance,Specialist / Support,2. Intermediate / Staff,High,Finance,Specialist / Support,2. Intermediate / Staff,72,accountant,Description is short — output is based mainly on title text,,✓
2026_W10,Senior Business Analyst,Senior Business Analyst,Redvespa Consultants Limited,"Auckland CBD, Auckland",Planning,Specialist / Support,3. Senior / Professional,Medium,Planning,Specialist / Support,4. Expert / Specialist,80,business analyst,Description is short — output is based mainly on title text,,✓
2026_W10,Senior Business Capability Analyst,Senior Business Capability Analyst,Transpower,"Wellington Central, Wellington",Pending Review,Specialist / Support,3. Senior / Professional,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Pricing & Portfolio Analyst,Pricing & Portfolio Analyst,Avanti Finance,"Auckland CBD, Auckland",Planning,Specialist / Support,4. Expert / Specialist,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Senior Systems Accountant,Senior Systems Accountant,Reserve Bank of New Zealand,Wellington,IT Support,Specialist / Support,2. Intermediate / Staff,Medium,Finance,Specialist / Support,3. Senior / Professional,62,accountant,Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Customer Experience Team Member - Trade Sales,Customer Experience Team Member,NetYourJob,"Wiri, Auckland",Operations,Specialist / Support,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Business Development Manager – Corporate Prepaid Digital Payments,Business Development Manager,IGO GROUP (NZ) LIMITED,"Newmarket, Auckland",Sales,Management,2. Intermediate / Staff,Medium,Sales,Management,4. Expert / Specialist,80,business development,Description is short — output is based mainly on title text,,✓
2026_W10,Delivery Manager,Delivery Manager,Evolution Healthcare,"Auckland CBD, Auckland",Transport,Management,4. Expert / Specialist,Medium,Transport,Management,4. Expert / Specialist,72,delivery,Description is short — output is based mainly on title text,,✓
2026_W10,Sales & Service Support,Sales & Service Support,Fortus Safety,"East Tamaki, Auckland",Operations,Specialist / Support,2. Intermediate / Staff,Medium,Sales,Specialist / Support,2. Intermediate / Staff,72,sales,Description is short — output is based mainly on title text,,✗ DIFF
2026_W10,Senior HR Applications Specialist,Senior HR Applications Specialist,Archway Recruitment,Wellington,Pending Review,Specialist / Support,3. Senior / Professional,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Contracts and Billing Support Representative,Contracts and Billing Support Representative,FUJIFILM Business Innovation New Zealand Limited,"Manukau, Auckland",Finance,Specialist / Support,2. Intermediate / Staff,Medium,Finance,Specialist / Support,2. Intermediate / Staff,62,billing,Description is short — output is based mainly on title text,Yes,✓
2026_W10,Client Success Partner,Client Success Partner,Yorb,"Palmerston North Central, Manawatu",Pending Review,Operational,2. Intermediate / Staff,High,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Record to Report - Accountant,Record to Report,DB Breweries Ltd,Auckland,Finance,Specialist / Support,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Financial Accountant,Financial Accountant,Vitruvius,"Wellington Central, Wellington",Finance,Specialist / Support,2. Intermediate / Staff,High,Finance,Specialist / Support,2. Intermediate / Staff,72,accountant,Description is short — output is based mainly on title text,,✓
2026_W10,Security and Logistics Manager,Security and Logistics Manager,First Security,"Auckland CBD, Auckland",Operations,Management,4. Expert / Specialist,Medium,Operations,Management,4. Expert / Specialist,88,"logistics manager, logistics",Description is short — output is based mainly on title text,,✓
2026_W10,Reach Forklift Operators,Reach Forklift Operators,Stellar Recruitment,"Manukau & East Auckland, Auckland",Warehouse,Operational,2. Intermediate / Staff,High,Warehouse,Operational,2. Intermediate / Staff,62,forklift,Description is short — output is based mainly on title text,Yes,✓
2026_W10,Customer Service Specalist,Customer Service Specalist,Hunter Campbell Limited,"Ellerslie, Auckland",Sales,Specialist / Support,2. Intermediate / Staff,Medium,Sales,Specialist / Support,2. Intermediate / Staff,80,customer service,Description is short — output is based mainly on title text,,✓
2026_W10,Lead Microsoft Dynamics 365 Business Central Functional Consultant,Lead Microsoft Dynamics 365 Business Central Functional Consultant,Theta,"Auckland CBD, Auckland",IT Support,Specialist / Support,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,"Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text | Title is long — may contain location, shift, or contract noise",Yes,✗ DIFF
2026_W10,Implementation and Project Manager,Implementation and Project Manager,Jade Software Corporation Ltd,"Christchurch Central, Canterbury",IT Support,Management,4. Expert / Specialist,Medium,IT Support,Management,4. Expert / Specialist,74,implementation,Description is short — output is based mainly on title text,,✓
2026_W10,Experienced Product Analyst,Experienced Product Analyst,Paymark Ltd T/A Worldline NZ,"Auckland CBD, Auckland",Pending Review,Specialist / Support,4. Expert / Specialist,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Enterprise Account Director,Enterprise Account Director,Tribe (New Zealand) Limited,"Auckland CBD, Auckland",Pending Review,Management,5. Executive / Strategic,Medium,Operations,Management,5. Executive / Strategic,72,erp,Description is short — output is based mainly on title text,,✗ DIFF
2026_W10,Partner Success Manager,Partner Success Manager,PageProof,"Birkenhead, Auckland",Pending Review,Management,4. Expert / Specialist,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Accounts Payable Clerk & Office and Facilities Admin Assistant (Part-time),Accounts Payable Clerk & Office and Facilities Admin Assistant,NEP New Zealand,"Parnell, Auckland",Finance,Specialist / Support,1. Junior / Entry,Medium,Finance,Specialist / Support,1. Junior / Entry,80,"accounts payable, accounts","Description is short — output is based mainly on title text | Title is long — may contain location, shift, or contract noise",,✓
2026_W10,Graduate - Customer Onboarding and Delivery,Graduate,Prolorus Solutions Limited,"Christchurch Central, Canterbury",Transport,Operational,1. Junior / Entry,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Service Desk Analyst,Service Desk Analyst,Health New Zealand - Te Whatu Ora,"Lower Hutt, Wellington",Pending Review,Specialist / Support,4. Expert / Specialist,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Customer Service Support,Customer Service Support,Gilmours Wholesale Food & Beverage,"Tauranga, Bay of Plenty",Operations,Specialist / Support,2. Intermediate / Staff,Medium,Sales,Specialist / Support,2. Intermediate / Staff,80,customer service,Description is short — output is based mainly on title text,,✗ DIFF
2026_W10,Business & Process Improvement Lead,Business & Process Improvement Lead,Auckland Council,Auckland,Operations,Operational,2. Intermediate / Staff,Medium,Operations,Operational,2. Intermediate / Staff,72,process,Description is short — output is based mainly on title text,,✓
2026_W10,Salesforce Business Analyst,Salesforce Business Analyst,Walker Smith,"Newmarket, Auckland",Planning,Specialist / Support,4. Expert / Specialist,Medium,Planning,Specialist / Support,4. Expert / Specialist,80,business analyst,Description is short — output is based mainly on title text,,✓
2026_W10,Administration/Office Manager,Administration/Office Manager,Emerald Business Advisers Limited,"Tauranga Central, Bay of Plenty",Business Administration,Management,4. Expert / Specialist,High,Business Administration,Management,4. Expert / Specialist,80,office manager,Description is short — output is based mainly on title text,,✓
2026_W10,Despatch/Stock Supervisor,Despatch/Stock Supervisor,Ballantynes Department Store,"Christchurch Central, Canterbury",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,80,"stock, despatch",Description is short — output is based mainly on title text,,✓
2026_W10,Drying Operations Manager,Drying Operations Manager,Dairy Goat Co-op (NZ) Ltd,"Hamilton Central, Waikato",Operations,Management,4. Expert / Specialist,Medium,Operations,Management,4. Expert / Specialist,80,operations manager,Description is short — output is based mainly on title text,,✓
2026_W10,Operations Supervisor,Operations Supervisor,Lineage NZ TRS Ltd,"Wiri, Auckland",Operations,Operational,2. Intermediate / Staff,Medium,Operations,Operational,2. Intermediate / Staff,80,operations supervisor,Description is short — output is based mainly on title text,,✓
2026_W10,"AML, Risk, and Operations Associate","AML, Risk, and Operations Associate",Luminous Talent,"Auckland CBD, Auckland",Operations,Operational,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Operations Manager,Operations Manager,Lawson Williams,"Tauriko, Bay of Plenty",Operations,Management,4. Expert / Specialist,Medium,Operations,Management,4. Expert / Specialist,80,operations manager,Description is short — output is based mainly on title text,,✓
2026_W10,Operations Team Leader,Operations Team Leader,Tribe (New Zealand) Limited,Auckland,Operations,Operational,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Transport Supervisor,Transport Supervisor,DHL Supply Chain (NZ) Ltd,"East Tamaki, Auckland",Pending Review,Operational,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Warehouse operator,Warehouse operator,Tegel,"Bell Block, Taranaki",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,62,warehouse,Description is short — output is based mainly on title text,Yes,✓
2026_W10,Warehouse / Delivery Driver,Warehouse,Paynes Aluminium Ltd,"Mount Maunganui, Bay of Plenty",Transport,Operational,2. Intermediate / Staff,High,Warehouse,Operational,2. Intermediate / Staff,72,warehouse,Description is short — output is based mainly on title text,,✗ DIFF
2026_W10,Dayshift Freezer Storeperson,Dayshift Freezer Storeperson,Bidfood,"Timaru, Canterbury",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,72,storeperson,Description is short — output is based mainly on title text,,✓
2026_W10,Store Person | NAPA Penrose,Store Person,NAPA - New Zealand,"Penrose, Auckland",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,2. Intermediate / Staff,80,store person,Description is short — output is based mainly on title text,,✓
2026_W10,Procurement Specialist,Procurement Specialist,FMG,"Wellington Central, Wellington",Planning,Specialist / Support,4. Expert / Specialist,Medium,Planning,Specialist / Support,3. Senior / Professional,72,procurement,Description is short — output is based mainly on title text,,✓
2026_W10,Strategic Category Manager,Strategic Category Manager,Tribe (New Zealand) Limited,Auckland,Planning,Management,4. Expert / Specialist,Medium,Planning,Management,4. Expert / Specialist,74,category manager,Description is short — output is based mainly on title text,,✓
2026_W10,Procurement Specialist,Procurement Specialist,FMG,"Palmerston North Central, Manawatu",Planning,Specialist / Support,4. Expert / Specialist,Medium,Planning,Specialist / Support,3. Senior / Professional,72,procurement,Description is short — output is based mainly on title text,,✓
2026_W10,Service Delivery Lead (Wholesale/Operations),Service Delivery Lead,Luminous Talent,"Auckland CBD, Auckland",Transport,Operational,2. Intermediate / Staff,Medium,Transport,Operational,2. Intermediate / Staff,72,delivery,Description is short — output is based mainly on title text,,✓
2026_W10,Overnight Operations Flow Manager,Overnight Operations Flow Manager,Tamaki Health,"Otara, Auckland",Operations,Management,4. Expert / Specialist,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Operations Manager,Operations Manager,Boyd Wilson Electrical Limited,"Renwick, Marlborough",Operations,Management,4. Expert / Specialist,Medium,Operations,Management,4. Expert / Specialist,80,operations manager,Description is short — output is based mainly on title text,,✓
2026_W10,Venue Operations Coordinator,Venue Operations Coordinator,Tātaki Auckland Unlimited,Auckland,Operations,Operational,2. Intermediate / Staff,Medium,Operations,Operational,2. Intermediate / Staff,80,operations coordinator,Description is short — output is based mainly on title text,,✓
2026_W10,Service Coordinator,Service Coordinator,Teletrac Navman,"Rosedale, Auckland",Operations,Operational,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Construction Planner - Auckland,Construction Planner,Hawkins,"Auckland Airport, Auckland",Planning,Specialist / Support,2. Intermediate / Staff,Medium,Planning,Specialist / Support,2. Intermediate / Staff,72,planner,Description is short — output is based mainly on title text,,✓
2026_W10,Operations | Customer Service Team Member Ākau Tangi Sports Centre,Operations,Wellington City Council,"Kilbirnie, Wellington",Operations,Specialist / Support,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Pricing Analyst,Pricing Analyst,LSG Sky Chefs,"Auckland Airport, Auckland",Planning,Specialist / Support,4. Expert / Specialist,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Finance Officer (Accounts Payable),Finance Officer,Waipā District Council,"Te Awamutu, Waikato",Finance,Specialist / Support,2. Intermediate / Staff,Medium,Finance,Specialist / Support,2. Intermediate / Staff,72,finance,Description is short — output is based mainly on title text,,✓
2026_W10,Account Assistant,Account Assistant,Makita NZ Ltd,"Hobsonville, Auckland",Operations,Specialist / Support,1. Junior / Entry,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Database Administrator,Database Administrator,KidsCan Charitable Trust,"Albany, Auckland",Planning,Specialist / Support,2. Intermediate / Staff,Medium,Other/Noise,Review Required,Review Required,30,,Title does not match a known logistics domain — verify before use | Description is short — output is based mainly on title text,Yes,✗ DIFF
2026_W10,Accounts Payable Administrator,Accounts Payable Administrator,Profile Group,"Christchurch, Canterbury",Finance,Specialist / Support,2. Intermediate / Staff,Medium,Finance,Specialist / Support,2. Intermediate / Staff,88,"accounts payable, accounts",Description is short — output is based mainly on title text,,✓
2026_W10,Pick Packers,Pick Packers,Adecco New Zealand,"Porirua, Wellington",Warehouse,Operational,2. Intermediate / Staff,Medium,Warehouse,Operational,1. Junior / Entry,88,"packer, pick pack",Description is short — output is based mainly on title text,,✓
2026_W10,Warehouse Assistant,Warehouse Assistant,Trade Assist,"Hamilton Central, Waikato",Warehouse,Specialist / Support,1. Junior / Entry,Medium,Warehouse,Operational,1. Junior / Entry,88,"warehouse assistant, warehouse",Description is short — output is based mainly on title text,,✓
